station_name,diesel_price,x_coord,y_coord,traffic_delay
Exit_0_Station_87,4.19,355.0270272547191,373.5497894208034,1.9852910582341388
Exit_0_Station_88,4.17,355.0148882978159,373.3847922899264,1.9852910582341388
Exit_0_Station_89,4.22,354.47970969471714,373.3787809677417,1.9852910582341388
Exit_0_Station_90,4.18,355.11903852938497,373.148114372231,1.9852910582341388
Exit_0_Station_91,4.18,355.01064965039933,373.4050948608642,1.9852910582341388
Exit_0_Station_92,4.15,354.47742196953163,373.55578464141513,1.9852910582341388
Exit_0_Station_93,4.22,354.8022295649842,373.40037444700175,1.9852910582341388
Exit_0_Station_94,4.22,354.60747930987236,372.95068120488844,1.9852910582341388
Exit_0_Station_95,4.15,354.9931215611225,372.9457776316181,1.9852910582341388
Exit_0_Station_96,4.2,354.5375997837572,373.263575255049,1.9852910582341388
Exit_0_Station_97,4.19,354.7479609357668,373.66192155025436,1.9852910582341388
Exit_0_Station_98,4.16,354.609210319065,372.8648676059449,1.9852910582341388
Exit_0_Station_99,4.19,354.9329436816759,372.89257647630706,1.9852910582341388
Exit_1_Station_0,4.13,482.49309238709066,469.33930453740373,7.880706083262426
Exit_1_Station_1,4.08,482.65787521814457,469.4238857073553,7.880706083262426
Exit_1_Station_2,4.09,482.4631986126007,469.30407551524485,7.880706083262426
Exit_1_Station_3,4.04,482.32013778794845,469.33823422566076,7.880706083262426
Exit_1_Station_4,4.04,482.97643677894433,469.36953952088436,7.880706083262426
Exit_1_Station_5,4.05,482.24811496403,469.18707080763204,7.880706083262426
Exit_1_Station_6,4.09,482.93089226322155,469.1802054286895,7.880706083262426
Exit_1_Station_7,4.06,482.73556046088964,469.7245524861271,7.880706083262426
Exit_1_Station_8,4.04,482.7628828836472,470.01046250063513,7.880706083262426
Exit_1_Station_9,4.11,482.1189056846944,469.4263445465687,7.880706083262426
Exit_1_Station_10,4.1,482.7187119062898,469.84380444703305,7.880706083262426
Exit_1_Station_11,4.06,482.29683581945386,469.4099635924115,7.880706083262426
Exit_1_Station_12,4.07,482.90848946166557,469.3108174808525,7.880706083262426
Exit_1_Station_13,4.1,482.15358681490073,469.6969792735369,7.880706083262426
Exit_1_Station_14,4.12,482.53026520431683,469.8332859991658,7.880706083262426
Exit_1_Station_15,4.1,482.90605199924147,469.3233681343455,7.880706083262426
Exit_1_Station_16,4.09,482.3615817172232,469.22461431709854,7.880706083262426
Exit_1_Station_17,4.07,482.3973555441737,469.9920533485716,7.880706083262426
Exit_1_Station_18,4.05,482.59349517278935,469.3974608235992,7.880706083262426
Exit_1_Station_19,4.1,482.725226317484,469.3548226992987,7.880706083262426
Exit_1_Station_20,4.13,482.0586066346042,469.8904343459206,7.880706083262426
Exit_1_Station_21,4.12,482.83895410644834,470.15964957503604,7.880706083262426
Exit_1_Station_22,4.07,482.3660404114882,470.08363938349834,7.880706083262426
Exit_1_Station_23,4.04,482.418949375393,469.69753628603553,7.880706083262426
Exit_1_Station_24,4.09,482.7926686811407,469.4926083544204,7.880706083262426
Exit_1_Station_25,4.09,482.1765266169385,469.4678077248337,7.880706083262426
Exit_1_Station_26,4.1,482.6559683954538,469.8949239988488,7.880706083262426
Exit_1_Station_27,4.07,482.8033424264007,469.45556456632255,7.880706083262426
Exit_1_Station_28,4.13,482.548810983593,470.0299109804305,7.880706083262426
Exit_1_Station_29,4.12,482.0874892229188,469.896445797922,7.880706083262426
Exit_1_Station_30,4.1,482.2031313485317,470.0832626256591,7.880706083262426
Exit_1_Station_31,4.04,482.2456201344535,469.70557877468923,7.880706083262426
Exit_1_Station_32,4.04,482.86693039794153,470.0603281713978,7.880706083262426
Exit_1_Station_33,4.08,482.9399536158358,469.9277410829179,7.880706083262426
Exit_1_Station_34,4.06,482.05850714943176,469.9219215128696,7.880706083262426
Exit_1_Station_35,4.12,482.1634806019553,469.90256507329747,7.880706083262426
Exit_1_Station_36,4.04,482.356971773526,469.23955448135735,7.880706083262426
Exit_1_Station_37,4.09,482.6671337086593,469.60325001596937,7.880706083262426
Exit_1_Station_38,4.12,482.8242103671294,469.63464621588366,7.880706083262426
Exit_1_Station_39,4.06,482.5518194239455,469.8476736256452,7.880706083262426
Exit_1_Station_40,4.06,482.5332401870761,470.11961897390296,7.880706083262426
Exit_1_Station_41,4.09,482.52095522349504,469.4560370382372,7.880706083262426
Exit_1_Station_42,4.08,482.97497420423406,469.2077232848324,7.880706083262426
Exit_1_Station_43,4.05,482.4055927418949,469.9385292675194,7.880706083262426
Exit_1_Station_44,4.12,482.19218671401387,469.37201797440105,7.880706083262426
Exit_1_Station_45,4.04,482.81380598644995,469.7852206889139,7.880706083262426
Exit_1_Station_46,4.04,482.2715067659328,469.60597763641084,7.880706083262426
Exit_1_Station_47,4.07,482.7729578664837,470.0548160665973,7.880706083262426
Exit_1_Station_48,4.04,483.03912217321505,470.01897570787906,7.880706083262426
Exit_1_Station_49,4.12,482.951197204477,469.8269904720298,7.880706083262426
Exit_1_Station_50,4.04,482.2904056060242,469.7242448324588,7.880706083262426
Exit_1_Station_51,4.07,482.10482727037277,469.6215497351363,7.880706083262426
Exit_1_Station_52,4.06,482.3806122283635,469.89433370669707,7.880706083262426
Exit_1_Station_53,4.12,482.1521702542711,469.99173400952964,7.880706083262426
Exit_1_Station_54,4.08,482.69462812564115,470.1612404442227,7.880706083262426
Exit_1_Station_55,4.05,482.14533153487696,469.87375332091636,7.880706083262426
Exit_1_Station_56,4.11,482.81785068153,469.8979987459215,7.880706083262426
Exit_1_Station_57,4.05,482.167207237992,470.0399197169774,7.880706083262426
Exit_1_Station_58,4.11,482.3898610962904,469.3793819291716,7.880706083262426
Exit_1_Station_59,4.1,482.9888458773686,469.87424183392875,7.880706083262426
Exit_1_Station_60,4.1,483.0006515797277,469.6694825824496,7.880706083262426
Exit_1_Station_61,4.08,482.76068955107667,469.2075535520301,7.880706083262426
Exit_1_Station_62,4.11,482.2528431506722,469.57501588711796,7.880706083262426
Exit_1_Station_63,4.08,482.596022962598,469.69196002839436,7.880706083262426
Exit_1_Station_64,4.08,482.3757587582256,469.3476703214387,7.880706083262426
Exit_1_Station_65,4.07,482.63885382469135,469.40457960009127,7.880706083262426
Exit_1_Station_66,4.13,482.8096095564285,469.97509750364077,7.880706083262426
Exit_1_Station_67,4.06,482.34206358575835,469.2004318641474,7.880706083262426
Exit_1_Station_68,4.06,482.4768437199213,469.17868758430257,7.880706083262426
Exit_1_Station_69,4.07,482.8409851481993,469.5443084376965,7.880706083262426
Exit_1_Station_70,4.11,482.28713344921283,469.74393928683963,7.880706083262426
Exit_1_Station_71,4.08,482.88277844556893,469.24527187073625,7.880706083262426
Exit_1_Station_72,4.12,482.2010814220187,469.9125159956472,7.880706083262426
Exit_1_Station_73,4.07,482.3306563749554,469.62248745671866,7.880706083262426
Exit_1_Station_74,4.11,482.97669306663664,469.66544682786184,7.880706083262426
Exit_1_Station_75,4.04,482.88923110323265,469.99282513212,7.880706083262426
Exit_1_Station_76,4.07,482.1759003777679,469.3300975996056,7.880706083262426
Exit_1_Station_77,4.09,482.32880121688265,469.91690317047323,7.880706083262426
Exit_1_Station_78,4.11,482.5583092684946,469.2728075744381,7.880706083262426
Exit_1_Station_79,4.04,482.4055433867112,469.8728987433005,7.880706083262426
Exit_1_Station_80,4.12,482.58610598002963,469.3217075504249,7.880706083262426
Exit_1_Station_81,4.05,482.37925149580116,469.3384992968146,7.880706083262426
Exit_1_Station_82,4.04,482.7642169062876,469.63612157704137,7.880706083262426
Exit_1_Station_83,4.12,482.99414356250594,470.0888189242299,7.880706083262426
Exit_1_Station_84,4.09,482.81439112673365,469.28483784327483,7.880706083262426
Exit_1_Station_85,4.05,482.8392753499991,469.46625642692015,7.880706083262426
Exit_1_Station_86,4.07,482.5996292726109,469.2030908299595,7.880706083262426
Exit_1_Station_87,4.13,482.1212944347914,469.7841023689811,7.880706083262426
Exit_1_Station_88,4.13,482.0519899382432,469.5788869675483,7.880706083262426
Exit_1_Station_89,4.04,482.80812313906245,469.36493784621905,7.880706083262426
Exit_1_Station_90,4.11,482.51668496942057,469.36539988391354,7.880706083262426
Exit_1_Station_91,4.1,482.9002571263255,469.8919959884866,7.880706083262426
Exit_1_Station_92,4.08,482.9378575919356,469.30642122219166,7.880706083262426
Exit_1_Station_93,4.11,482.8060947052962,469.5543173480026,7.880706083262426
Exit_1_Station_94,4.07,482.2192425390079,469.3442854266697,7.880706083262426
Exit_1_Station_95,4.04,482.55116853794215,469.4094589450817,7.880706083262426
Exit_1_Station_96,4.09,482.78755296403847,469.3397561950076,7.880706083262426
Exit_1_Station_97,4.05,482.50823149223555,470.01161519074236,7.880706083262426
Exit_1_Station_98,4.07,482.47281115378786,469.3642396721739,7.880706083262426
Exit_1_Station_99,4.06,482.1144497780263,469.9012911515621,7.880706083262426
Exit_2_Station_0,3.63,478.8888590342969,275.10772399064035,9.18349493604675
Exit_2_Station_1,3.59,478.3376380252163,274.62724779165137,9.18349493604675
Exit_2_Station_2,3.62,478.9520021979108,274.92896820077567,9.18349493604675
Exit_2_Station_3,3.67,478.63015039439273,275.24169343257967,9.18349493604675
Exit_2_Station_4,3.62,478.9550125889501,274.674568271494,9.18349493604675
Exit_2_Station_5,3.63,478.66487212716214,275.1924494084957,9.18349493604675
Exit_2_Station_6,3.65,479.0470609815264,275.1916588929722,9.18349493604675
Exit_2_Station_7,3.69,478.3437428494879,275.07476699976183,9.18349493604675
Exit_2_Station_8,3.67,479.2061123093326,275.321193923882,9.18349493604675
Exit_2_Station_9,3.6,479.0565291694889,274.6901505000299,9.18349493604675
Exit_2_Station_10,3.65,478.79720571421166,274.609373860699,9.18349493604675
Exit_2_Station_11,3.68,478.5977477404874,274.8430985798567,9.18349493604675
Exit_2_Station_12,3.63,478.2852059603246,274.8491743181403,9.18349493604675
Exit_2_Station_13,3.67,478.7660583895487,275.15197132994024,9.18349493604675
Exit_2_Station_14,3.68,478.5143722010048,275.2123049656207,9.18349493604675
Exit_2_Station_15,3.61,478.9061367293802,275.2650073451266,9.18349493604675
Exit_2_Station_16,3.66,479.14837042833096,274.68922462080025,9.18349493604675
Exit_2_Station_17,3.64,478.2648279282236,275.5176837461075,9.18349493604675
Exit_2_Station_18,3.63,478.38406558642487,274.8792160043588,9.18349493604675
Exit_2_Station_19,3.66,478.60147269063793,274.6951477684004,9.18349493604675
Exit_2_Station_20,3.68,479.1901192455488,274.90440944416673,9.18349493604675
Exit_2_Station_21,3.64,478.6658104464819,275.51264607671516,9.18349493604675
Exit_2_Station_22,3.68,478.6962242395328,275.56813562256843,9.18349493604675
Exit_2_Station_23,3.6,478.5793777129705,274.8496489603816,9.18349493604675
Exit_2_Station_24,3.65,478.3729437308313,274.941763299305,9.18349493604675
Exit_2_Station_25,3.64,478.7089513201169,275.3041861604071,9.18349493604675
Exit_2_Station_26,3.65,478.2595951525246,274.81564927724366,9.18349493604675
Exit_2_Station_27,3.65,478.78158890362755,274.611180088913,9.18349493604675
Exit_2_Station_28,3.63,478.9066377791465,275.4842652981578,9.18349493604675
Exit_2_Station_29,3.61,479.0499851062825,275.5117223103849,9.18349493604675
Exit_2_Station_30,3.65,478.5280479473044,274.91818711648557,9.18349493604675
Exit_2_Station_31,3.65,478.75269684391776,275.4206451953988,9.18349493604675
Exit_2_Station_32,3.62,478.4537251016088,274.84934494139986,9.18349493604675
Exit_2_Station_33,3.62,478.79139853408276,274.5868868647833,9.18349493604675
Exit_2_Station_34,3.66,478.9646954720599,274.89263513196147,9.18349493604675
Exit_2_Station_35,3.63,479.0749207084986,274.7686991617209,9.18349493604675
Exit_2_Station_36,3.6,478.8667711909002,274.85116853965974,9.18349493604675
Exit_2_Station_37,3.66,479.0229810134728,274.92045784565147,9.18349493604675
Exit_2_Station_38,3.68,479.10839844064725,275.31195387160574,9.18349493604675
Exit_2_Station_39,3.68,478.44968891407217,275.388229346382,9.18349493604675
Exit_2_Station_40,3.64,479.0157807363008,274.8080810232572,9.18349493604675
Exit_2_Station_41,3.68,478.85083444014316,275.54726391262903,9.18349493604675
Exit_2_Station_42,3.61,479.1204613323743,275.18960826803414,9.18349493604675
Exit_2_Station_43,3.68,478.9785275972126,275.4536350942169,9.18349493604675
Exit_2_Station_44,3.61,479.04105125208326,274.70158282112175,9.18349493604675
Exit_2_Station_45,3.63,479.07836668682353,274.9356686695951,9.18349493604675
Exit_2_Station_46,3.62,478.97570026717136,275.16391098995643,9.18349493604675
Exit_2_Station_47,3.62,478.7912404780337,275.1242842758321,9.18349493604675
Exit_2_Station_48,3.64,479.1187258321751,275.16767796075504,9.18349493604675
Exit_2_Station_49,3.66,479.07596598861477,275.49428059381495,9.18349493604675
Exit_2_Station_50,3.65,478.327975936663,274.694150593575,9.18349493604675
Exit_2_Station_51,3.61,478.22974860539733,275.48120559534317,9.18349493604675
Exit_2_Station_52,3.65,478.7940793213992,275.5277035290676,9.18349493604675
Exit_2_Station_53,3.65,478.796622808682,275.16439759431034,9.18349493604675
Exit_2_Station_54,3.62,478.2637975982616,275.48771094754125,9.18349493604675
Exit_2_Station_55,3.63,478.98197005232845,275.0606481829512,9.18349493604675
Exit_2_Station_56,3.63,478.59868073401236,275.5161146436066,9.18349493604675
Exit_2_Station_57,3.67,479.0698675661968,275.3695374724395,9.18349493604675
Exit_2_Station_58,3.65,478.2311201253412,274.7733923624207,9.18349493604675
Exit_2_Station_59,3.67,479.137617832223,275.33444598489854,9.18349493604675
Exit_2_Station_60,3.6,478.8217416040607,275.1098546950487,9.18349493604675
Exit_2_Station_61,3.62,478.58042878538373,275.1604429702943,9.18349493604675
Exit_2_Station_62,3.66,478.362668983476,275.31957819378187,9.18349493604675
Exit_2_Station_63,3.59,478.987460297433,275.56707718266495,9.18349493604675
Exit_2_Station_64,3.67,479.1722633102859,275.09779408412857,9.18349493604675
Exit_2_Station_65,3.63,478.2405394438164,275.53967729410294,9.18349493604675
Exit_2_Station_66,3.67,478.6992130813338,274.9873677952423,9.18349493604675
Exit_2_Station_67,3.6,478.46575494004037,274.6202440202558,9.18349493604675
Exit_2_Station_68,3.59,478.4003908817747,274.7367097355546,9.18349493604675
Exit_2_Station_69,3.6,478.8171354221422,275.0769774488517,9.18349493604675
Exit_2_Station_70,3.66,478.6233858938357,274.7339433620738,9.18349493604675
Exit_2_Station_71,3.65,478.2363738774283,275.50762788611405,9.18349493604675
Exit_2_Station_72,3.68,479.0992902428079,275.17995098907227,9.18349493604675
Exit_2_Station_73,3.59,478.8930002333674,275.2163825106177,9.18349493604675
Exit_2_Station_74,3.59,478.23651984917757,274.62322924507606,9.18349493604675
Exit_2_Station_75,3.66,479.0327779207798,275.3101592829235,9.18349493604675
Exit_2_Station_76,3.6,478.9845673620768,275.4130230898075,9.18349493604675
Exit_2_Station_77,3.62,478.95259576247753,274.8312385410019,9.18349493604675
Exit_2_Station_78,3.6,478.77670532265114,274.97709971677295,9.18349493604675
Exit_2_Station_79,3.63,479.21236650566345,274.86856375001975,9.18349493604675
Exit_2_Station_80,3.66,479.20788314936016,274.65333326566275,9.18349493604675
Exit_2_Station_81,3.66,478.79585598976917,274.731844412554,9.18349493604675
Exit_2_Station_82,3.64,478.8717728648512,274.6464451122094,9.18349493604675
Exit_2_Station_83,3.66,479.0208989459801,274.9479289921222,9.18349493604675
Exit_2_Station_84,3.61,479.2004734498419,275.31788138877425,9.18349493604675
Exit_2_Station_85,3.6,478.3586287610657,274.58096728276644,9.18349493604675
Exit_2_Station_86,3.61,478.2166350110379,274.80169307094184,9.18349493604675
Exit_2_Station_87,3.63,479.1988067664412,274.96425758357395,9.18349493604675
Exit_2_Station_88,3.65,478.66178636210407,275.2884413325243,9.18349493604675
Exit_2_Station_89,3.59,478.7389428598722,274.70501348102454,9.18349493604675
Exit_2_Station_90,3.6,479.1216111584089,274.91823553506487,9.18349493604675
Exit_2_Station_91,3.62,478.72925164602077,275.5340746022408,9.18349493604675
Exit_2_Station_92,3.6,479.0757607865039,275.2023564172452,9.18349493604675
Exit_2_Station_93,3.65,479.0152461686676,274.93108174643675,9.18349493604675
Exit_2_Station_94,3.66,479.20403311919557,274.69206396347766,9.18349493604675
Exit_2_Station_95,3.6,478.82496474932276,275.0723462378942,9.18349493604675
Exit_2_Station_96,3.64,479.17471332186904,275.2495552965384,9.18349493604675
Exit_2_Station_97,3.63,479.0616060148009,274.77334733445554,9.18349493604675
Exit_2_Station_98,3.67,478.7012185237906,275.23909806994794,9.18349493604675
Exit_2_Station_99,3.67,479.190256160197,275.2903717022365,9.18349493604675
Exit_3_Station_0,4.37,477.81978565313096,273.5896302762651,14.753278543484209
Exit_3_Station_1,4.33,478.41163907593364,272.9353523089899,14.753278543484209
Exit_3_Station_2,4.37,477.64802686311083,273.0530572583425,14.753278543484209
Exit_3_Station_3,4.41,478.2266760177063,273.65975495910897,14.753278543484209
Exit_3_Station_4,4.36,478.03478768115895,273.12841236713797,14.753278543484209
Exit_3_Station_5,4.41,478.3122700654288,272.93359337214855,14.753278543484209
Exit_3_Station_6,4.36,478.46641640304176,272.9645933543615,14.753278543484209
Exit_3_Station_7,4.39,477.69009432405437,272.9213224248545,14.753278543484209
Exit_3_Station_8,4.4,477.58556180977405,272.80869382487913,14.753278543484209
Exit_3_Station_9,4.39,477.88978006935014,273.26244958140705,14.753278543484209
Exit_3_Station_10,4.39,477.5456248612887,273.179929273344,14.753278543484209
Exit_3_Station_11,4.41,478.3009693362516,273.0072620457334,14.753278543484209
Exit_3_Station_12,4.41,478.32772337329527,273.1960236516379,14.753278543484209
Exit_3_Station_13,4.35,477.82236506120677,273.0903300740861,14.753278543484209
Exit_3_Station_14,4.34,477.57093777260644,273.3126547696824,14.753278543484209
Exit_3_Station_15,4.4,478.39368188670176,273.6575576439371,14.753278543484209
Exit_3_Station_16,4.41,477.71178347277544,272.98756088335915,14.753278543484209
Exit_3_Station_17,4.39,478.39421851345287,272.7629891788599,14.753278543484209
Exit_3_Station_18,4.34,478.2302643004621,272.81966559619553,14.753278543484209
Exit_3_Station_19,4.39,477.6715476843212,272.9190738493283,14.753278543484209
Exit_3_Station_20,4.38,478.18480091131534,272.89482125636505,14.753278543484209
Exit_3_Station_21,4.4,478.41620923888973,273.42652892723765,14.753278543484209
Exit_3_Station_22,4.35,477.57981045865193,273.2841536463697,14.753278543484209
Exit_3_Station_23,4.33,478.42198127802567,272.80248592407776,14.753278543484209
Exit_3_Station_24,4.39,477.85988245272875,273.540602132525,14.753278543484209
Exit_3_Station_25,4.33,478.0124710759843,272.70521608054884,14.753278543484209
Exit_3_Station_26,4.41,478.358576293664,273.44747595433853,14.753278543484209
Exit_3_Station_27,4.42,477.8043935436294,272.94426386180265,14.753278543484209
Exit_3_Station_28,4.41,478.0321812625772,273.20901905148014,14.753278543484209
Exit_3_Station_29,4.34,478.0881698133422,273.58049300940377,14.753278543484209
Exit_3_Station_30,4.34,478.47216281366366,273.6165935937733,14.753278543484209
Exit_3_Station_31,4.33,478.30197476832615,273.18225951708365,14.753278543484209
Exit_3_Station_32,4.38,477.95110565766214,273.1318684776724,14.753278543484209
Exit_3_Station_33,4.37,478.14784955085173,272.7438420645756,14.753278543484209
Exit_3_Station_34,4.33,477.8962749192112,273.6351177912635,14.753278543484209
Exit_3_Station_35,4.34,478.33153359076533,272.7086922651927,14.753278543484209
Exit_3_Station_36,4.4,478.43917204489276,273.1985729562815,14.753278543484209
Exit_3_Station_37,4.39,478.4004732915397,272.9391258693244,14.753278543484209
Exit_3_Station_38,4.39,478.5170836009242,273.21527619174327,14.753278543484209
Exit_3_Station_39,4.37,478.1962965417874,272.79638509523693,14.753278543484209
Exit_3_Station_40,4.42,478.07060554998765,273.45177600083065,14.753278543484209
Exit_3_Station_41,4.36,477.6278318206724,273.13010540855765,14.753278543484209
Exit_3_Station_42,4.4,477.60259532844987,273.05111410248765,14.753278543484209
Exit_3_Station_43,4.33,477.5579743121445,272.91069566176753,14.753278543484209
Exit_3_Station_44,4.4,478.2572823023505,273.57511784884775,14.753278543484209
Exit_3_Station_45,4.34,478.4244745820204,273.0796302387207,14.753278543484209
Exit_3_Station_46,4.41,477.75284765673564,272.69199346778265,14.753278543484209
Exit_3_Station_47,4.38,478.11888355801057,273.15651968779116,14.753278543484209
Exit_3_Station_48,4.38,478.2805326864647,273.24597169170613,14.753278543484209
Exit_3_Station_49,4.39,478.37393392777557,272.81327910861955,14.753278543484209
Exit_3_Station_50,4.39,478.12940669828566,273.44043231085703,14.753278543484209
Exit_3_Station_51,4.34,477.84265643451045,272.7270354052645,14.753278543484209
Exit_3_Station_52,4.37,477.85558106464345,273.3214905810708,14.753278543484209
Exit_3_Station_53,4.38,478.13150078850686,273.27762728745233,14.753278543484209
Exit_3_Station_54,4.35,477.9195429344058,273.1099492429355,14.753278543484209
Exit_3_Station_55,4.4,478.00735390512403,272.9753669860634,14.753278543484209
